id,type,path,apidoc_Text
284,class,org/eclipse/jface/dialogs/PageChangedEvent,Event object describing a page selection change. The source of these events\n is a page change provider.\n \n @see IPageChangeProvider\n @see IPageChangedListener\n \n @since 3.1\n
285,method,org/eclipse/jface/dialogs/PageChangedEvent/getSelectedPage/,"Returns the selected page.\n \n @return the selected page. In dialogs implemented by JFace, \n 		this will be an <code>IDialogPage</code>.\n"
286,method,org/eclipse/jface/dialogs/PageChangedEvent/getPageChangeProvider/,Returns the page change provider that is the source of this event.\n \n @return the originating page change provider\n
287,method,org/eclipse/jface/dialogs/PageChangedEvent/PageChangedEvent/IPageChangeProvider;Object,Creates a new event for the given source and selected page.\n \n @param source\n            the page change provider\n @param selectedPage\n            the selected page. In the JFace provided dialogs this\n            will be an <code>IDialogPage</code>.\n
288,field,org/eclipse/jface/dialogs/PageChangedEvent/selectedPage,The selected page.\n
290,method,org/eclipse/jface/dialogs/TitleAreaDialog/createContents/Composite,
292,method,org/eclipse/jface/dialogs/TitleAreaDialog/getInitialSize/,The <code>TitleAreaDialog</code> implementation of this\n <code>Window</code> methods returns an initial size which is at least\n some reasonable minimum.\n \n @return the initial size of the dialog\n
293,method,org/eclipse/jface/dialogs/TitleAreaDialog/getTitleArea/,Retained for backward compatibility.\n \n Returns the title area composite. There is no composite in this\n implementation so the shell is returned.\n \n @return Composite\n @deprecated\n
294,method,org/eclipse/jface/dialogs/TitleAreaDialog/getTitleImageLabel/,Returns the title image label.\n \n @return the title image label\n
298,method,org/eclipse/jface/dialogs/TitleAreaDialog/setTitle/String,Sets the title to be shown in the title area of this dialog.\n \n @param newTitle\n            the title show\n
299,method,org/eclipse/jface/dialogs/TitleAreaDialog/setTitleAreaColor/RGB,Sets the title bar color for this dialog.\n \n @param color\n            the title bar color\n
300,method,org/eclipse/jface/dialogs/TitleAreaDialog/setTitleImage/Image,Sets the title image to be shown in the title area of this dialog.\n \n @param newTitleImage\n            the title image to be shown\n
301,method,org/eclipse/jface/dialogs/TitleAreaDialog/TitleAreaDialog/Shell,Instantiate a new title area dialog.\n \n @param parentShell\n            the parent SWT shell\n
303,field,org/eclipse/jface/dialogs/TitleAreaDialog/DLG_IMG_TITLE_BANNER,Image registry key for banner image (value\n <code>dialog_title_banner_image</code>).\n
304,field,org/eclipse/jface/dialogs/TitleAreaDialog/INFO_MESSAGE,Message type constant used to display an info icon with the message.\n \n @since 2.0\n @deprecated\n
308,method,org/eclipse/jface/dialogs/IconAndMessageDialog/getMessageLabelStyle/,Returns the style for the message label.\n \n @return the style for the message label\n \n @since 3.0\n
309,method,org/eclipse/jface/dialogs/IconAndMessageDialog/createButtonBar/Composite,
311,method,org/eclipse/jface/dialogs/IconAndMessageDialog/createContents/Composite,
312,method,org/eclipse/jface/dialogs/IconAndMessageDialog/createDialogAndButtonArea/Composite,Create the dialog area and the button bar for the receiver.\n \n @param parent\n
315,method,org/eclipse/jface/dialogs/IconAndMessageDialog/getInfoImage/,Return the <code>Image</code> to be used when displaying information.\n \n @return image the information image\n
316,method,org/eclipse/jface/dialogs/IconAndMessageDialog/getQuestionImage/,Return the <code>Image</code> to be used when displaying a question.\n \n @return image the question image\n
317,method,org/eclipse/jface/dialogs/IconAndMessageDialog/IconAndMessageDialog/Shell,"Constructor for IconAndMessageDialog.\n \n @param parentShell\n            the parent shell, or <code>null</code> to create a top-level\n            shell\n"
318,field,org/eclipse/jface/dialogs/IconAndMessageDialog/message,Message (a localized string).\n
319,field,org/eclipse/jface/dialogs/IconAndMessageDialog/messageLabel,Message label is the label the message is shown on.\n
320,field,org/eclipse/jface/dialogs/IconAndMessageDialog/imageLabel,Return the label for the image.\n
322,method,org/eclipse/jface/dialogs/ImageAndMessageArea/setBackground/Color,
323,method,org/eclipse/jface/dialogs/ImageAndMessageArea/setText/String,Sets the text in the decorated field which will be displayed in the\n message area.\n \n @param text\n            the text to be displayed in the message area\n \n @see org.eclipse.swt.widgets.Text#setText(String string)\n
325,method,org/eclipse/jface/dialogs/ImageAndMessageArea/setFont/Font,
326,method,org/eclipse/jface/dialogs/ImageAndMessageArea/setToolTipText/String,
329,method,org/eclipse/jface/dialogs/PopupDialog/configureShell/Shell,
350,method,org/eclipse/jface/dialogs/PopupDialog/getInitialSize/,
354,method,org/eclipse/jface/dialogs/PopupDialog/getInitialLocation/Point,(non-Javadoc)\n \n @see org.eclipse.jface.window.Window#getInitialLocation(org.eclipse.swt.graphics.Point)\n
363,field,org/eclipse/jface/dialogs/PopupDialog/HOVER_SHELLSTYLE,Shell style appropriate for a simple hover popup that cannot get focus.\n \n
364,field,org/eclipse/jface/dialogs/PopupDialog/INFOPOPUP_SHELLSTYLE,Shell style appropriate for an info popup that can get focus.\n
365,field,org/eclipse/jface/dialogs/PopupDialog/INFOPOPUPRESIZE_SHELLSTYLE,Shell style appropriate for a resizable info popup that can get focus.\n
366,field,org/eclipse/jface/dialogs/PopupDialog/POPUP_MARGINWIDTH,Margin width (in pixels) to be used in layouts inside popup dialogs\n (value is 0).\n
367,field,org/eclipse/jface/dialogs/PopupDialog/POPUP_MARGINHEIGHT,Margin height (in pixels) to be used in layouts inside popup dialogs\n (value is 0).\n
370,field,org/eclipse/jface/dialogs/PopupDialog/POPUP_IMG_MENU,Image registry key for menu image.\n \n @since 3.4\n
371,field,org/eclipse/jface/dialogs/PopupDialog/POPUP_IMG_MENU_DISABLED,Image registry key for disabled menu image.\n \n @since 3.4\n
378,method,org/eclipse/jface/dialogs/DialogPage/getControl/,Returns the top level control for this dialog page.\n \n @return the top level control\n
379,method,org/eclipse/jface/dialogs/DialogPage/getDescription/,
380,method,org/eclipse/jface/dialogs/DialogPage/getDialogFontName/,Returns the symbolic font name used by dialog pages.\n \n @return the symbolic font name\n
381,method,org/eclipse/jface/dialogs/DialogPage/getErrorMessage/,
382,method,org/eclipse/jface/dialogs/DialogPage/getFont/,Returns the default font to use for this dialog page.\n \n @return the font\n
383,method,org/eclipse/jface/dialogs/DialogPage/getImage/,
384,method,org/eclipse/jface/dialogs/DialogPage/getMessage/,
385,method,org/eclipse/jface/dialogs/DialogPage/getMessageType/,
387,method,org/eclipse/jface/dialogs/DialogPage/getTitle/,
391,method,org/eclipse/jface/dialogs/DialogPage/isControlCreated/,"Tests whether this page's UI content has already been created.\n \n @return <code>true</code> if the control has been created, and\n         <code>false</code> if not\n"
393,method,org/eclipse/jface/dialogs/DialogPage/setControl/Control,Set the control for the receiver.\n @param newControl\n
394,method,org/eclipse/jface/dialogs/DialogPage/setDescription/String,
396,method,org/eclipse/jface/dialogs/DialogPage/setImageDescriptor/ImageDescriptor,
397,method,org/eclipse/jface/dialogs/DialogPage/setMessage/String,"Sets or clears the message for this page.\n <p>\n This is a shortcut for <code>setMessage(newMesasge, NONE)</code>\n </p>\n \n @param newMessage\n            the message, or <code>null</code> to clear the message\n"
401,method,org/eclipse/jface/dialogs/DialogPage/DialogPage/,Creates a new empty dialog page.\n
402,method,org/eclipse/jface/dialogs/DialogPage/DialogPage/String,"Creates a new dialog page with the given title.\n \n @param title\n            the title of this dialog page, or <code>null</code> if none\n"
403,method,org/eclipse/jface/dialogs/DialogPage/DialogPage/String;ImageDescriptor,"Creates a new dialog page with the given title and image.\n \n @param title\n            the title of this dialog page, or <code>null</code> if none\n @param image\n            the image for this dialog page, or <code>null</code> if none\n"
419,method,org/eclipse/jface/dialogs/Dialog/initializeBounds/,
430,method,org/eclipse/jface/dialogs/Dialog/setButtonLayoutData/Button,Set the layout data of the button to a GridData with appropriate heights\n and widths.\n \n @param button\n
431,method,org/eclipse/jface/dialogs/Dialog/setButtonLayoutFormData/Button,Set the layout data of the button to a FormData with appropriate heights\n and widths.\n \n @param button\n
432,method,org/eclipse/jface/dialogs/Dialog/close/,@see org.eclipse.jface.window.Window#close()\n
433,method,org/eclipse/jface/dialogs/Dialog/applyDialogFont/Control,Applies the dialog font to all controls that currently have the default\n font.\n \n @param control\n            the control to apply the font to. Font will also be applied to\n            its children. If the control is <code>null</code> nothing\n            happens.\n
434,method,org/eclipse/jface/dialogs/Dialog/dialogFontIsDefault/,Return whether or not the dialog font is currently the same as the\n default font.\n \n @return boolean if the two are the same\n
435,method,org/eclipse/jface/dialogs/Dialog/create/,
436,method,org/eclipse/jface/dialogs/Dialog/getBlockedHandler/,Get the IDialogBlockedHandler to be used by WizardDialogs and\n ModalContexts.\n \n @return Returns the blockedHandler.\n
437,method,org/eclipse/jface/dialogs/Dialog/setBlockedHandler/IDialogBlockedHandler,Set the IDialogBlockedHandler to be used by WizardDialogs and\n ModalContexts.\n \n @param blockedHandler\n            The blockedHandler for the dialogs.\n
439,method,org/eclipse/jface/dialogs/Dialog/getDialogBoundsStrategy/,Get the integer constant that describes the strategy for persisting the\n dialog bounds. This strategy is ignored if the implementer does not also\n specify the dialog settings for storing the bounds in\n Dialog.getDialogBoundsSettings().\n \n @return the constant describing the strategy for persisting the dialog\n         bounds.\n \n @since 3.2\n @see Dialog#DIALOG_PERSISTLOCATION\n @see Dialog#DIALOG_PERSISTSIZE\n @see Dialog#getDialogBoundsSettings()\n
445,field,org/eclipse/jface/dialogs/Dialog/DLG_IMG_INFO,Image registry key for info image (value <code>dialog_info_image</code>).\n \n @deprecated use\n             org.eclipse.swt.widgets.Display.getSystemImage(SWT.ICON_INFORMATION)\n
446,field,org/eclipse/jface/dialogs/Dialog/DLG_IMG_QUESTION,Image registry key for question image (value\n <code>dialog_question_image</code>).\n \n @deprecated org.eclipse.swt.widgets.Display.getSystemImage(SWT.ICON_QUESTION)\n
448,field,org/eclipse/jface/dialogs/Dialog/DLG_IMG_MESSAGE_INFO,Image registry key for info message image (value\n <code>dialog_messasge_info_image</code>).\n \n @since 2.0\n
449,field,org/eclipse/jface/dialogs/Dialog/DLG_IMG_MESSAGE_WARNING,Image registry key for info message image (value\n <code>dialog_messasge_warning_image</code>).\n \n @since 2.0\n
450,field,org/eclipse/jface/dialogs/Dialog/DLG_IMG_MESSAGE_ERROR,Image registry key for info message image (value\n <code>dialog_message_error_image</code>).\n \n @since 2.0\n
451,field,org/eclipse/jface/dialogs/Dialog/DLG_IMG_HELP,Image registry key for help image (value\n <code>dialog_help_image</code>).\n \n @since 3.2\n
452,field,org/eclipse/jface/dialogs/Dialog/ELLIPSIS,The ellipsis is the string that is used to represent shortened text.\n \n @since 3.0\n
454,field,org/eclipse/jface/dialogs/Dialog/DIALOG_PERSISTLOCATION,Persist the last location of the dialog.\n @since 3.2\n
455,field,org/eclipse/jface/dialogs/Dialog/DIALOG_PERSISTSIZE,Persist the last known size of the dialog.\n @since 3.2\n
456,field,org/eclipse/jface/dialogs/Dialog/dialogArea,The dialog area; <code>null</code> until dialog is layed out.\n
457,field,org/eclipse/jface/dialogs/Dialog/buttonBar,The button bar; <code>null</code> until dialog is layed out.\n
458,field,org/eclipse/jface/dialogs/Dialog/blockedHandler,Create a default instance of the blocked handler which does not do\n anything.\n
459,class,org/eclipse/jface/dialogs/ControlEnableState,Helper class to save the enable/disable state of a control including all its\n descendent controls.\n
460,method,org/eclipse/jface/dialogs/ControlEnableState/disable/Control,Saves the current enable/disable state of the given control and its\n descendents in the returned object; the controls are all disabled.\n \n @param w\n            the control\n @return an object capturing the enable/disable state\n
461,method,org/eclipse/jface/dialogs/ControlEnableState/disable/Control;List,Saves the current enable/disable state of the given control and its\n descendents in the returned object except for the given list of exception\n cases; the controls that are saved are also disabled.\n \n @param w\n            the control\n @param exceptions\n            the list of controls to not disable (element type:\n            <code>Control</code>)\n @return an object capturing the enable/disable state\n
462,method,org/eclipse/jface/dialogs/ControlEnableState/restore/,Restores the window enable state saved in this object.\n
463,method,org/eclipse/jface/dialogs/ControlEnableState/ControlEnableState/Control,Creates a new object and saves in it the current enable/disable state of\n the given control and its descendents; the controls that are saved are\n also disabled.\n \n @param w\n            the control\n
