id,type,path,text
12412,method,java/lang/Integer/equals/Object," Compares this object to the specified object.  The result is\n <code>true</code> if and only if the argument is not\n <code>null</code> and is an <code>Integer</code> object that\n contains the same <code>int</code> value as this object.\n\n @param   obj   the object to compare with.\n @return  <code>true</code> if the objects are the same;\n          <code>false</code> otherwise.\n"
12414,method,java/lang/Integer/getInteger/String;int," Determines the integer value of the system property with the\n specified name.\n <p>\n The first argument is treated as the name of a system property.\n System properties are accessible through the {@link\n java.lang.System#getProperty(java.lang.String)} method. The \n string value of this property is then interpreted as an integer \n value and an <code>Integer</code> object representing this value is \n returned. Details of possible numeric formats can be found with \n the definition of <code>getProperty</code>. \n <p>\n The second argument is the default value. An <code>Integer</code> object\n that represents the value of the second argument is returned if there\n is no property of the specified name, if the property does not have\n the correct numeric format, or if the specified name is empty or\n  <code>null</code>.\n <p>\n In other words, this method returns an <code>Integer</code> object \n equal to the value of:\n <blockquote><code>\n getInteger(nm, new Integer(val))\n </code></blockquote>\n but in practice it may be implemented in a manner such as: \n <blockquote><pre>\n Integer result = getInteger(nm, null);\n return (result == null) ? new Integer(val) : result;\n </pre></blockquote>\n to avoid the unnecessary allocation of an <code>Integer</code> \n object when the default value is not needed. \n\n @param   nm   property name.\n @param   val   default value.\n @return  the <code>Integer</code> value of the property.\n @see     java.lang.System#getProperty(java.lang.String)\n @see     java.lang.System#getProperty(java.lang.String, java.lang.String)\n"
12420,method,java/lang/Integer/numberOfLeadingZeros/int," Returns the number of zero bits preceding the highest-order\n ("leftmost") one-bit in the two's complement binary representation\n of the specified <tt>int</tt> value.  Returns 32 if the\n specified value has no one-bits in its two's complement representation,\n in other words if it is equal to zero.\n\n <p>Note that this method is closely related to the logarithm base 2.\n For all positive <tt>int</tt> values x:\n <ul>\n <li>floor(log<sub>2</sub>(x)) = <tt>31 - numberOfLeadingZeros(x)</tt>\n <li>ceil(log<sub>2</sub>(x)) = <tt>32 - numberOfLeadingZeros(x - 1)</tt>\n </ul>\n\n @return the number of zero bits preceding the highest-order\n     ("leftmost") one-bit in the two's complement binary representation\n     of the specified <tt>int</tt> value, or 32 if the value\n     is equal to zero.\n @since 1.5\n"
12423,method,java/lang/Integer/rotateLeft/int;int," Returns the value obtained by rotating the two's complement binary\n representation of the specified <tt>int</tt> value left by the\n specified number of bits.  (Bits shifted out of the left hand, or\n high-order, side reenter on the right, or low-order.)\n\n <p>Note that left rotation with a negative distance is equivalent to\n right rotation: <tt>rotateLeft(val, -distance) == rotateRight(val,\n distance)</tt>.  Note also that rotation by any multiple of 32 is a\n no-op, so all but the last five bits of the rotation distance can be\n ignored, even if the distance is negative: <tt>rotateLeft(val,\n distance) == rotateLeft(val, distance & 0x1F)</tt>.\n\n @return the value obtained by rotating the two's complement binary\n     representation of the specified <tt>int</tt> value left by the\n     specified number of bits.\n @since 1.5\n"
12424,method,java/lang/Integer/rotateRight/int;int," Returns the value obtained by rotating the two's complement binary\n representation of the specified <tt>int</tt> value right by the\n specified number of bits.  (Bits shifted out of the right hand, or\n low-order, side reenter on the left, or high-order.)\n\n <p>Note that right rotation with a negative distance is equivalent to\n left rotation: <tt>rotateRight(val, -distance) == rotateLeft(val,\n distance)</tt>.  Note also that rotation by any multiple of 32 is a\n no-op, so all but the last five bits of the rotation distance can be\n ignored, even if the distance is negative: <tt>rotateRight(val,\n distance) == rotateRight(val, distance & 0x1F)</tt>.\n\n @return the value obtained by rotating the two's complement binary\n     representation of the specified <tt>int</tt> value right by the\n     specified number of bits.\n @since 1.5\n"
12437,class,java/lang/InstantiationError," Thrown when an application tries to use the Java <code>new</code> \n construct to instantiate an abstract class or an interface. \n <p>\n Normally, this error is caught by the compiler; this error can \n only occur at run time if the definition of a class has \n incompatibly changed. \n\n @author  unascribed\n @version 1.14, 03/23/10\n @since   JDK1.0\n"
12443,class,java/lang/IndexOutOfBoundsException," Thrown to indicate that an index of some sort (such as to an array, to a\n string, or to a vector) is out of range. \n <p>\n Applications can subclass this class to indicate similar exceptions. \n\n @author  Frank Yellin\n @version 1.13, 03/23/10\n @since   JDK1.0\n"
12449,class,java/lang/IllegalThreadStateException," Thrown to indicate that a thread is not in an appropriate state \n for the requested operation. See, for example, the \n <code>suspend</code> and <code>resume</code> methods in class \n <code>Thread</code>. \n\n @author  unascribed\n @version 1.23, 03/23/10\n @see     java.lang.Thread#resume()\n @see     java.lang.Thread#suspend()\n @since   JDK1.0\n"
12452,class,java/lang/IllegalStateException," Signals that a method has been invoked at an illegal or\n inappropriate time.  In other words, the Java environment or\n Java application is not in an appropriate state for the requested\n operation.\n\n @author  Jonni Kanerva\n @version 1.17, 03/23/10\n @since   JDK1.1\n"
12455,method,java/lang/IllegalStateException/IllegalStateException/String;Throwable," Constructs a new exception with the specified detail message and\n cause.\n\n <p>Note that the detail message associated with <code>cause</code> is\n <i>not</i> automatically incorporated in this exception's detail\n message.\n\n @param  message the detail message (which is saved for later retrieval\n         by the {@link Throwable#getMessage()} method).\n @param  cause the cause (which is saved for later retrieval by the\n         {@link Throwable#getCause()} method).  (A <tt>null</tt> value\n         is permitted, and indicates that the cause is nonexistent or\n         unknown.)\n @since 1.5\n"
12457,class,java/lang/IllegalMonitorStateException," Thrown to indicate that a thread has attempted to wait on an \n object's monitor or to notify other threads waiting on an object's\n monitor without owning the specified monitor. \n\n @author  unascribed\n @version 1.14, 03/23/10\n @see     java.lang.Object#notify()\n @see     java.lang.Object#notifyAll()\n @see     java.lang.Object#wait() \n @see     java.lang.Object#wait(long) \n @see     java.lang.Object#wait(long, int) \n @since   JDK1.0\n"
12460,class,java/lang/IllegalArgumentException," Thrown to indicate that a method has been passed an illegal or \n inappropriate argument.\n\n @author  unascribed\n @version 1.25, 03/23/10\n @see	    java.lang.Thread#setPriority(int)\n @since   JDK1.0\n"
12463,method,java/lang/IllegalArgumentException/IllegalArgumentException/String;Throwable," Constructs a new exception with the specified detail message and\n cause.\n\n <p>Note that the detail message associated with <code>cause</code> is\n <i>not</i> automatically incorporated in this exception's detail\n message.\n\n @param  message the detail message (which is saved for later retrieval\n         by the {@link Throwable#getMessage()} method).\n @param  cause the cause (which is saved for later retrieval by the\n         {@link Throwable#getCause()} method).  (A <tt>null</tt> value\n         is permitted, and indicates that the cause is nonexistent or\n         unknown.)\n @since 1.5\n"
